code,points,name,group,subgroup
64155B,50076,－ 三隻手指 three fingers,第七節,眼眶底開放性復位術
64156B,65724,－ 四隻手指 four fingers,第七節,眼眶底開放性復位術
64157B,81360,－ 五隻手指 five fingers,第七節,眼眶底開放性復位術
64158B,36970,"斷肢再接手術 Replantation-arm, leg ,metatarsal or foot 註：限有顯微手術能力特約醫院實施，申報時應檢附術前術 後彩色照片。",第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64159B,57036,"趾至指斷指再接手術，一指，包括趾切斷及受植部位準備 Including toe replantation, toe to finger amputation & recipient site preparation, one finger 註：限有顯微手術能力特約醫院實施，申報時應檢附術前術 後彩色照片。",第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64160B,13190,脊椎骨折開放性復位術 Open reduction for fracture of spine,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64161B,10560,骨盆骨折開放性復位術 Open reduction for fracture of pelvis,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64162B,19608,全股關節置換術 Total hip replacement 註：一般材料費及單次使用骨鋸片，得另加計百分之六十七。,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64163B,9320,全肩關節置換術 Total shoulder replacement 註：不得同時申報64284B、64285B。,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64164B,19608,全膝關節置換術 Total knee replacement 註：一般材料費及單次使用切骨鋸片、鋸片，得另加計百分 之六十六。,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64165B,9035,全肘關節置換術 Total elbow replacement,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64166B,8830,全腕關節置換術 Total wrist replacement,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64167B,8830,全踝關節置換術 Total ankle replacement 註：不得同時申報64282B。,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64168B,4292,全指、趾關節置換術 Total finger or toe replacement,第七節,註：限有顯微手術能力特約醫院實施，申報時應檢附術前術
64169B,11550,－ 只置換股骨髁或脛骨高丘或半膝關節或只換髕骨 femoral condylar or tibial plateau or unicompartment 註： 1.全人工膝蓋骨置換術比照申報。 2.64169B一般材料費及單次使用骨鋸片、鑽頭，得另加計百 分之九十六。,第七節,部分關節置換術併整型術
64170B,11500,－ 只置換髖臼或股骨或半股關節或半肩關節 cup or hip prosthesis or unicompartment 註：64170B一般材料費及單次使用鋸片，得另加計百分之六 十五。,第七節,部分關節置換術併整型術
64171B,13460,股關節整型術 Arthroplasty of hip joint 註： 1.不含關節置換手術的關節整型術。 2.一般材料費及單次使用骨鋸片，得另加計百分之七十三。,第七節,部分關節置換術併整型術
64172B,8740,肘關節整型術 Arthroplasty of elbow joint 註：不含關節置換手術的關節整型術,第七節,部分關節置換術併整型術
64173B,8740,肩關節整形術 Arthroplasty of shoulder joint 註：不含關節置換手術的關節整型術,第七節,註：不含關節置換手術的關節整型術
64174B,6615,腕關節整形術 Arthroplasty of wrist joint 註：不含關節置換手術的關節整型術,第七節,註：不含關節置換手術的關節整型術
64175B,7920,踝關節整形術 Arthroplasty of ankle joint 註： 1.不含關節置換手術的關節整型術 2.不得同時申報64282B。,第七節,註：不含關節置換手術的關節整型術
64176B,9090,膝關節整形術 Arthroplasty of knee joint 註：不含關節置換手術的關節整型術,第七節,1.不含關節置換手術的關節整型術
64177B,6300,全指、趾關節、全掌指及蹠趾成形術 Arthroplasty of finger、toe、metatarsal or metacarpal joint 註：不含關節置換手術的關節整型術,第七節,註：不含關節置換手術的關節整型術
64178B,13989,股關節固定術 Arthrodesis of hip joint,第七節,註：不含關節置換手術的關節整型術
64179B,11364,肩關節固定術 Arthrodesis of shoulder joint,第七節,註：不含關節置換手術的關節整型術
64180B,9040,膝關節固定術 Arthrodesis of knee joint,第七節,註：不含關節置換手術的關節整型術
64181B,9840,肘關節固定術 Arthrodesis of elbow joint,第七節,註：不含關節置換手術的關節整型術
64182B,6300,腕關節或腕骨、掌骨關節固定術 Arthrodesis of wrist joint or carpal joint,第七節,註：不含關節置換手術的關節整型術
64183B,8200,踝關節固定術 Arthrodesis of ankle joint 註：不得同時申報64282B。,第七節,註：不含關節置換手術的關節整型術
64184B,14580,股關節截斷術 Disarticulation of hip,第七節,註：不含關節置換手術的關節整型術
64185B,12672,肩關節截斷術 Disarticulation of shoulder,第七節,註：不含關節置換手術的關節整型術
64186B,6252,顎關節授動術 Arthoplasty of temporomandibular joint,第七節,註：不含關節置換手術的關節整型術
64187B,11830,十字韌帶重建術 Reconstruction of cruciate ligament 註： 1.不得同時申報64283B。 2.一般材料費及單次使用電動刨刀，得另加計百分之七十。,第七節,註：不含關節置換手術的關節整型術
64188B,7060,十字韌帶修補術 Repair of cruciate ligament,第七節,註：不含關節置換手術的關節整型術
64189B,6040,肌腱移植術－單腱 Tendon graft-single,第七節,註：不含關節置換手術的關節整型術
64190B,2120,註：每增加一條加 one added。,第七節,註：不含關節置換手術的關節整型術
64191B,6000,肌腱轉移或移位 Tendon transposition or tendon transfer,第七節,註：不含關節置換手術的關節整型術
64192B,2975,註：每增加一條加one added。,第七節,註：不含關節置換手術的關節整型術
64193B,4207,肌腱放長術 Tendon lengthening,第七節,註：不含關節置換手術的關節整型術
64194C,4000,肌腱黏連分離術 Tenolysis,第七節,註：不含關節置換手術的關節整型術
64195C,5236,肌腱或韌帶完全切斷修補 Tendon or ligament repair (complete disruption),第七節,註：不含關節置換手術的關節整型術
64196B,7640,"肌腱或韌帶修補，囊內 Tendon or ligament repair , intraarticular",第七節,註：不含關節置換手術的關節整型術
64197C,6046,肌腱切開或筋膜切開 Tenotomy or fasciotomy,第七節,註：不含關節置換手術的關節整型術
64199B,2890,"－ 腕、踝 wrist, ankle",第七節,註：不含關節置換手術的關節整型術
64200B,2540,"－ 指、趾 finger, toe",第七節,註：不含關節置換手術的關節整型術
64201B,32680,人工全髖關節再置換 Revision total hip replacement,第七節,註：不含關節置換手術的關節整型術
64202B,32680,人工全膝關節再置換 Revision total knee replacement 註：一般材料費及單次使用骨鋸片，得另加計百分之六十二。,第七節,註：不含關節置換手術的關節整型術
64203B,9830,髖關節切除成形術 Girdlestone procedure of hip,第七節,註：不含關節置換手術的關節整型術
64204B,21167,"惡性骨瘤廣泛切除(一次) Wide excision-bone tumor,malignant",第七節,註：不含關節置換手術的關節整型術
64205B,25574,"惡性骨瘤二次廣泛切除 Wide excision-bone,soft tissue,tumor, malignant, two stage",第七節,註：不含關節置換手術的關節整型術
64206B,9830,"良性骨瘤刮除術及骨移植 Benign bone tumor, curettage and bone graft 註：一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另 加計百分之八十八。",第七節,註：不含關節置換手術的關節整型術
64207B,17183,"軟組織惡性腫瘤廣泛切除 Wide excision – soft tissue,tumor, malignant",第七節,註：不含關節置換手術的關節整型術
64208C,9080,"軟組織良性腫瘤切除術,大或深 Excision of soft tissue tumor, benign, large or deep 註：一般材料費及單次使用整型用電燒頭，得另加計百分之 八十五。",第七節,註：不含關節置換手術的關節整型術
64209B,28152,上肢廣泛性肩關節截除術 Forequater amputation,第七節,註：不含關節置換手術的關節整型術
64210B,6780,跟腱斷裂重建術 Rupture of achilles tendon reconstruction,第七節,註：不含關節置換手術的關節整型術
64211B,6780,臏骨韌帶斷裂重建術 Rupture of patella tendon reconstruction,第七節,註：不含關節置換手術的關節整型術
64212B,6780,"膝內外側韌帶修補術 MCL, LCL repair",第七節,註：不含關節置換手術的關節整型術
64213B,9100,"膝內外側韌帶重建術 MCL, LCL reconstruction",第七節,註：不含關節置換手術的關節整型術
64214B,6780,踝前脛腓韌帶重建術 ATF reconstruction,第七節,註：不含關節置換手術的關節整型術
64218B,8000,半月軟骨部分切除或修補術 Partial menisetomy or meniscus repair 註： 1.含內視鏡費在內。 2.一般材料費及單次使用關節鏡磨刀，得另加計百分之九十 八。,第七節,註：不含關節置換手術的關節整型術
64219B,7900,"復發性肩關節前脫臼,開放性復位及關節囊成形術 Recurrent anterior shoulder dislocation capsular shift procedure",第七節,註：不含關節置換手術的關節整型術
64227B,7260,拇指基關節置換術 Prothetic arthroplasty of basal joint,第七節,註：不含關節置換手術的關節整型術
64228B,4971,區域筋膜切除術 Regional fasciectomy 註：一般材料費及單次使用整型用電燒頭，得另加計百分之 一百十二。,第七節,註：不含關節置換手術的關節整型術
64229B,9200,島狀根帶蒂皮瓣移植 Island pedicle flap,第七節,註：不含關節置換手術的關節整型術
64230B,22716,"游離骨骼肌肉移植術 Free vascularized bone graft, free muscle graft",第七節,註：不含關節置換手術的關節整型術
64231B,21542,拇指重建手術 Pollicization,第七節,註：不含關節置換手術的關節整型術
64232B,7760,掌側板關節成形術 Volar plate arthroplasty,第七節,註：不含關節置換手術的關節整型術
64233B,5310,人工肌鍵植入術 Tendon prosthesis implant,第七節,註：不含關節置換手術的關節整型術
64234B,6040,遠端橈尺關節重建術 Distal radio-ulnar joint reconstruction,第七節,註：不含關節置換手術的關節整型術
64235B,9804,近關節肩岬骨骨折開放性復位術 Open reduction for scapula fracture juxta-articular,第七節,註：不含關節置換手術的關節整型術
64236B,15901,髖臼骨折開放性復位術 Open reduction for acetabulum or hip socket fracture,第七節,註：不含關節置換手術的關節整型術
64237C,4597,骨骼外固定器裝置術 Application of external fixation appratus 註： 1.未作開放整復手術逕行裝置之病人按支付點數金額給付。 2.如併行開放整復手術之病人依各該手術項目申報。 3.一般材料費及單次使用小骨鋸片，得另加計百分之八十。,第七節,註：不含關節置換手術的關節整型術
64238B,6371,股骨頭壞死鑽洞手術 Cord decompression for ANFH (trephing),第七節,註：不含關節置換手術的關節整型術
64239B,8000,"開放性或閉鎖性肱骨粗隆或骨幹或踝部骨折，開放性復位術 Open reduction for closed or open humeral fracture; tuberosity, shaft or coudyles 註：一般材料費及單次使用鑽頭，得另加計百分之七十九。",第七節,註：不含關節置換手術的關節整型術
64240B,15400,－縮短Shorting,第七節,註：不含關節置換手術的關節整型術
64241B,16800,－延長Lengthening,第七節,註：不含關節置換手術的關節整型術
64242B,4827,"橈骨頭切除術 Excision,radial head",第七節,註：不含關節置換手術的關節整型術
64243B,3000,－關節鏡探查手術，併施行滑膜切片，灌洗，清創 Arthroscopy with synovial biopsy，irrigation & larvage ， debridement,第七節,註：不含關節置換手術的關節整型術
64244B,8000,－關節鏡下關節面磨平成形術，打洞，游離體或骨軟骨碎片 取出手術 Arthroscopic shaving or abrasion arthroplasty，drilling or pinning or removal of loose body or osteochrondral fragment 註： 1.以上64243B及64244B二項點數皆含鏡檢費用。 2.64243B一般材料費及單次使用關節鏡磨刀，得另加計百分,第七節,註：不含關節置換手術的關節整型術
64245C,4182,骨內固定物拔除術 Removal of internal fixator －骨盆，髖骨，肱骨，股骨，尺骨，橈骨，脛骨,第七節,取出手術
64246B,6000,骨內固定物拔除術 Removal of internal fixator －脊椎,第七節,取出手術
64247C,3589,骨內固定物拔除術 Removal of internal fixator －其他部位 註：一般材料費及單次使用鑽頭，得另加計百分之八十。,第七節,取出手術
64248C,680,尾胝骨骨折及脫位徒手復位術 Close reduction for fracture or dislocation of coccyx joint,第七節,取出手術
64249B,4480,膝蓋骨切除術 Patellectomy,第七節,取出手術
64251B,5928,龐氏杵狀足矯正術 Clubfoot Ponseti manipulation,第七節,取出手術
64254C,2030,貝克氏囊腫截除術 Baker’s cyst excision,第七節,取出手術
64255B,8240,顎骨矯正術(先天畸型矯正) Orthognathic surgery,第七節,取出手術
64257B,9700,顏面骨移植術(先天畸形或外傷腫瘍摘除) Facial bone graft,第七節,取出手術
64258B,15650,人工半髖關節再置換術 Revision of bipolar prothesis,第七節,取出手術
64259B,11500,半肩關節成形術 Shoulder joint hemiarthroplasty,第七節,取出手術
64260B,16960,三重骨盆股骨切開加股骨縮短術(先天髖關節脫臼) Pelvic triple osteotomy and femorl shortening(CHD),第七節,取出手術
64261C,5070,肌腱固定術Tenodesis,第七節,取出手術
64262C,5070,肌肉修補術(四肢) Muscle repair,第七節,取出手術
64263B,7640,膝關節半月軟骨修補術Meniscus repair 註：不含內視鏡之費用,第七節,取出手術
